Data de Emissão:;03/jan/2023
Base de dados:;GENCEL_REL
Matrícula:;e018071

Alimentador.Código do Alimentador;Transformador de Distribuição Aéreo.Identificador do Objeto;Transformador de Distribuição Aéreo.Número Operacional;Transformador de Distribuição Aéreo.Coordenada X;Transformador de Distribuição Aéreo.Coordenada Y;Transformador de Distribuição Aéreo.Potência Nominal (kVA);Transformador de Distribuição Aéreo.Demanda Total (kVA);Transformador de Distribuição Aéreo.Potência instalada GD total (W);Transformador de Distribuição Aéreo.Tensão do TAP ajustado (kV);Transformador de Distribuição Aéreo.Proprietário
ATA02;230847;15042;390600.711551022;7006603.76941857;15;0.7;0;9;1 - Celesc;
ATA02;232841;15071;394792.46;7012542.19;10;0.1;0;9;1 - Celesc;
ATA02;232840;15070;392868.865446567;7008676.84215378;10;0.4;0;9;1 - Celesc;
ATA02;239394;15084;400993.85;7002155.63;30;7.8;15000;24;1 - Celesc;
ATA02;256995;15167;401394.199779368;7000240.19018538;10;0.4;0;6;1 - Celesc;
ATA02;257709;76409;390898.374958289;7003490.53231175;112.5; ;0;24;2 - Particular;
ATA02;253499;76406;385696.091362035;7000518.12768031;112.5;51.5;110000;24;2 - Particular;
ATA02;227469;9311;394831.18;6998908.85;25;5.2;0;9;1 - Celesc;
ATA02;259113;15149;393908.595999996;7013442.397;37.5;11;34000;6;1 - Celesc;
ATA02;259114;7150;394252.460601112;7013481.14011896;15;0.7;0; ;1 - Celesc;
ATA02;265000;10180;401050.08;7003454.76;30;0;0;21;1 - Celesc;
ATA02;238298;15073;397090.088053517;7002813.51009367;30;4.3;0;24;1 - Celesc;
ATA02;265069;12117;397710.54;7012468.29;30;1.3;0;22;1 - Celesc;
ATA02;265094;13567;390420.08;6998071.96;37.5;6.6;0;6;1 - Celesc;
ATA02;265208;13864;395583.97;7010461.9;10;5.3;0;6;1 - Celesc;
ATA02;275110;15172;384966.673306332;7000758.93507496;30;4.8;0;21;1 - Celesc;
ATA02;265207;13848;387342.81;6998955.56;10;1.6;0;6;1 - Celesc;
ATA02;265227;14860;394510.59;7012417.5;10;0.2;0;6;1 - Celesc;
ATA02;273898;15218;400857.639393241;7008753.99713183;10;3.2;0; ;1 - Celesc;
ATA02;267198;15203;392458.151729126;6999211.77360737;15;3.7;8000;6;1 - Celesc;
ATA02;268394;13888;390255.676222068;7002848.97579738;30;0.8;0;21;1 - Celesc;
ATA02;270396;15155;394312.575016294;7008842.12988148;75;1.9;0;21;1 - Celesc;
ATA02;274015;13475;387170.14488713;6998471.06190509;10;2.6;8000;6;1 - Celesc;
ATA02;274022;7247;385092.744586425;7001078.10581091;30;10.9;19200;21;1 - Celesc;
ATA02;272307;8638;399650.09;7013125.33;15;6;0;6;1 - Celesc;
ATA02;274019;14507;386490.88;6999569.46;15;0.6;0;6;1 - Celesc;
ATA02;271599;7165;391014.18;7003214.52;45;10.9;0;21;1 - Celesc;
ATA02;286795;15250;389352.67;6998638.67;15;2.6;15000;6;1 - Celesc;
ATA02;272336;15212;394343.301;7014326.351;10;1.2;7920;6;1 - Celesc;
ATA02;274794;15196;387710.18;7003883.01;45;21.7;0;21;1 - Celesc;
ATA02;275116;15171;385360.468;7000593.376;30;3.2;0;21;1 - Celesc;
ATA02;286896;15230;388945.74;6998563.78;30;8.6;20000;21;1 - Celesc;
ATA02;287903;15215;393129.648672598;6994283.28101922;75;0.1;15000;21;1 - Celesc;
ATA02;332304;76419;395868.354124882;6996708.63315157;300;4988.8;0;21;2 - Particular;
ATA02;324620;15284;390932.010897604;6998937.53703497;10;0;0;6;1 - Celesc;
ATA02;393803;15485;386066.0126028;6999790.77300107;75;3.3;0;21;1 - Celesc;
ATA02;332206;15262;395809.431140055;6996674.54970724;30;2.2;8480; ;1 - Celesc;
ATA02;396209;15484;397612.991859922;7006446.95921078;37.5;0.1;30000;6;1 - Celesc;
ATA02;344413;15311;392092.566927944;7003278.58705806;10;0.1;0;6;1 - Celesc;
ATA02;396208;15483;394724.81;7005179.6;10;3.5;0;6;1 - Celesc;
ATA02;352413;15355;392819.66403283;7011780.1970828;10;0.5;0;6;1 - Celesc;
ATA02;348407;15299;394634.891878897;7014846.99118872;10;2.2;0;6;1 - Celesc;
ATA02;344209;15319;393100.084861993;7008839.85048669;45;4.7;0;21;1 - Celesc;
ATA02;353105;15341;390706.041723171;6998325.47848588;30;4.5;0;21;1 - Celesc;
ATA02;344417;15313;395893.572374113;6995030.69286632;10;0.9;0;6;1 - Celesc;
ATA02;350410;10978;393314.23;7017128.09;10;6;0;6;1 - Celesc;
ATA02;352305;85220;384910.524036858;7000918.65488505;1200;807.2;0;21;2 - Particular;
ATA02;348506;14308;392455.43;7015907.38;10;0;0;6;1 - Celesc;
ATA02;348505;10976;394334.87;7014869.55;10;4.7;0;6;1 - Celesc;
ATA02;348507;13247;394320.58;7015689.64;10;0.8;0;6;1 - Celesc;
ATA02;343103;13953;395908.57;7016413.24;10;0.4;0;6;1 - Celesc;
ATA02;401509;15518;398149.25;7004440.77;30;3.2;8200;21;1 - Celesc;
ATA02;383705;15455;395033.228713228;7000696.79173032;15;0.5;0;6;1 - Celesc;
ATA02;343003;14706;397644.87;7015321.1;15;1.6;0;6;1 - Celesc;
ATA02;343005;9336;397654.7;7014885.87;10;2.2;0;6;1 - Celesc;
ATA02;375013;15441;398954.049170909;7011445.34453447;15;3.2;0;6;1 - Celesc;
ATA02;343004;8769;398241.1;7014872.27;10;2.6;0;6;1 - Celesc;
ATA02;343007;9334;396347.81;7016165.18;10;0.7;0;6;1 - Celesc;
ATA02;342904;8640;398400.91;7014362.66;25;7;0;6;1 - Celesc;
ATA02;343904;15300;390665.47177139;7005611.41708114;25;5.7;0;6;1 - Celesc;
ATA02;344103;15286;398646.82;7011788.13;10;0.7;0;6;1 - Celesc;
ATA02;419016;11509;390608.92;7002972.33;30;1.4;0;21;1 - Celesc;
ATA02;418405;15522;397813.617701825;7009985.32499742;10;0.4;0;6;1 - Celesc;
ATA02;374703;15449;386471.368137563;7001410.14975195;10;0.4;0;6;1 - Celesc;
ATA02;373008;15422;386946.104126096;7002185.32745454;15;1.5;0;6;1 - Celesc;
ATA02;428830;76457;391280.848848264;7002167.97675895;112.5; ;0;21;2 - Particular;
ATA02;427413;15506;397784.4;7008104.09;15;4.9;0;6;1 - Celesc;
ATA02;307904;15276;390770.1;7012764.25;10;3.2;0;6;1 - Celesc;
ATA02;425110;8643;398505.18;7009497.1;10;1.4;0;6;1 - Celesc;
ATA02;479922;15852;393283.153660636;7000401.38088743;25;0;0;1;1 - Celesc;
ATA02;479920;76489;395996.319386452;6998849.8158862;150; ;0;21;2 - Particular;
ATA02;482411;15853;391212.8;7006260.38;15;2.7;10000;1;1 - Celesc;
ATA02;483116;15787;395123.396255579;6992600.27528859;15;1.6;5000;1;1 - Celesc;
ATA02;490713;7835;386784.807499929;7000421.7620905;10;1.9;0; ;1 - Celesc;
ATA02;496906;15884;398804.56;7010171.49;37.5;5.8;10000;1;1 - Celesc;
ATA02;370716;15444;390049.53;7001951.11;10;0;0;6;1 - Celesc;
ATA02;368306;15423;394043.142137787;7010299.58485074;10;2.8;0;6;1 - Celesc;
ATA02;355610;15327;393791.112666121;6995403.1183408;10;1.7;0;6;1 - Celesc;
ATA02;359611;15342;391683.93;7013503.85;10;0.6;0;6;1 - Celesc;
ATA02;360203;15372;385887.996703904;7002952.51378249;10;0.9;0;6;1 - Celesc;
ATA02;376103;15443;399767.948691625;7007662.52690423;15;1.7;0;6;1 - Celesc;
ATA02;289903;8649;400203.79;7010121.52;10;0.5;0; ;1 - Celesc;
ATA02;438724;15642;395925.91;7002567.07;30;0.1;0;21;1 - Celesc;
ATA02;466408;15777;396237.18;7012417.78;25;2.8;15790;6;1 - Celesc;
ATA02;434907;15525;396743.963754084;6998998.93977104;10; ;0;6;1 - Celesc;
ATA02;376016;15442;400637.16;7004172.54;45;2.3;10000;21;1 - Celesc;
ATA02;461110;15735;396566.113083228;7007545.58360897;10;0.1;0; ;1 - Celesc;
ATA02;376018;7193;397624.48;7002342.16;45;3.9;20000;21;1 - Celesc;
ATA02;362105;7598;398207.61518795;7004526.23132823;30;3.3;0;21;1 - Celesc;
ATA02;289703;15239;400094.53;7010003.09;37.5;3.1;10000; ;1 - Celesc;
ATA02;464806;15710;395605.558552803;7006433.63075858;10;0;0;6;1 - Celesc;
ATA02;464807;15764;388316.360155315;6997657.30395514;75;0;75000;21;1 - Celesc;
ATA02;464821;11721;397260.715380807;6993642.09816322;75;13.4;60000;21;1 - Celesc;
ATA02;432415;15596;395171.177166663;7006240.25412202;10;1.1;0;6;1 - Celesc;
ATA02;432805;9861;394721.61;6996364.04;10;0;0;6;1 - Celesc;
ATA02;461111;15736;396812.601772594;7007540.14079114;37.5;3.8;20000;6;1 - Celesc;
ATA02;438008;15617;389505.89;7003431.21;30;1.1;0;21;1 - Celesc;
ATA02;438106;15618;393762.39;7011875.41;45;2.4;0;21;1 - Celesc;
ATA02;449506;15696;393113.66;7014763.58;10;0.5;0;6;1 - Celesc;
ATA02;460920;15734;396720.590759289;6998570.55240362;75; ;0;21;1 - Celesc;
ATA02;466405;15778;396487.39;7012189.38;25;1.9;6000;6;1 - Celesc;
ATA02;445409;15664;387792.826888241;7002290.10488066;15;2.4;0;6;1 - Celesc;
ATA02;444913;76453;398554.28310912;7009283.29258938;112.5;0.1;0;21;2 - Particular;

 ; ; ; ; ; ; ; ; ; ;
 ; ; ; ; ; ; ; ; ; ;
