Data de Emissão:;03/jan/2023
Base de dados:;GENCEL_REL
Matrícula:;e018071

Alimentador.Código do Alimentador;Trecho Primário Aéreo.Identificador do Objeto;Rep. Grafica: Trecho Primário Aéreo.Linha;Rep. Grafica: Trecho Primário Aéreo.Rotação;Trecho Primário Aéreo.Comprimento Estimado;Trecho Primário Aéreo.Quantidade de Cabos por Fase;Trecho Primário Aéreo.Fases Existentes;Tipo de Cabo.Código de cabo;Tipo de Cabo.Reatância Positiva;Tipo de Cabo.Reatância Zero;Tipo de Cabo.Resistência Positiva;Tipo de Cabo.Resistência Zero
ATA02;1434812;LINESTRING (395655.151787459 7013183.63756928, 395606.528827982 7013205.15054674);0;53.1695437959997;1 - 1;13 - STR;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1434813;LINESTRING (395606.528827982 7013205.15054674, 395636.884433812 7013241.65764326);0;47.4787415763193;1 - 1;13 - STR;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1434814;LINESTRING (395636.884433812 7013241.65764326, 395621.511926341 7013305.75504385);0;65.9150267262438;1 - 1;13 - STR;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1434815;LINESTRING (395621.511926341 7013305.75504385, 395578.401390455 7013373.71040925);0;80.4763939984851;1 - 1;13 - STR;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1434816;LINESTRING (395578.401390455 7013373.71040925, 395591.928356282 7013426.45135894);0;54.4480172157218;1 - 1;13 - STR;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1434817;LINESTRING (395591.928356282 7013426.45135894, 395571.827833068 7013490.81893884);0;67.4330510626899;1 - 1;13 - STR;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1434818;LINESTRING (395571.827833068 7013490.81893884, 395525.628741976 7013549.18653912);0;74.4387854559734;1 - 1;13 - STR;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1434819;LINESTRING (395525.628741976 7013549.18653912, 395481.465009469 7013607.24982041);0;72.9505305199104;1 - 1;13 - STR;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1434820;LINESTRING (395481.465009469 7013607.24982041, 395459.85 7013663.29);0;60.0642186563433;1 - 1;13 - STR;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1434821;LINESTRING (395459.85 7013663.29, 395437.724686465 7013687.25525103);0;32.6169090499303;1 - 1;13 - STR;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
